t	c_star	i_star	y_star	l_star	c	i	y	l	k_lag	z	w	e_c	e_i	e_y	e_l
11	-0.483088406056127	7.45242157515443	0.348292050645182	0.982343024425684	-0.172371430725573	6.82303371353319	1.48840922492735	0.830390327826462	-2.61889469738433	1.80778057217115	1.19604860093315	-0.310716975330554	0.629387861621242	-1.14011717428217	0.151952696599222
12	0.502556005825178	9.72000352846627	2.76831823299494	1.05862964424785	0.539608956320606	9.9483883773771	2.77334895211478	1.11686999789709	-2.3828464871114	2.82305111588718	-0.524144177818513	-0.0370529504954274	-0.228384848910836	-0.00503071911983525	-0.0582403536492375
13	1.58752020419336	7.82893842107686	1.82999227913763	1.84702825353908	0.208992324652106	7.26063335366096	1.88312376964429	0.83706572249609	-2.07456561549918	2.01660182647995	1.1239227259464	1.37852787954125	0.5683050674159	-0.0531314905066583	1.00996253104299
14	0.426981824006341	9.43004625031857	2.93187952323337	0.203604983948864	0.86473105642392	10.0918304617621	3.05533820582049	1.09530357469828	-1.84118564127018	2.93886436977836	2.18392171403876	-0.437749232417579	-0.661784211443513	-0.123458682587116	-0.89169859074942
15	2.10664638229433	16.2449557026553	4.79978994057588	1.82929400732768	2.12329748194798	15.9684232369534	5.41027060993775	1.64348656399488	-1.54286023869437	4.82889964683929	1.28702106970981	-0.0166510996536512	0.276532465701905	-0.610480669361872	0.185807443332796
16	2.20509318603682	17.8097854738452	6.60835935997995	2.25882391086863	2.80606373998938	18.339990706611	6.49397518190147	1.84395572095605	-1.10507815180318	5.63303075186516	-0.393263915415251	-0.600970553952562	-0.530205232765745	0.114384178078485	0.414868189912584
17	2.17712658128981	15.8132151781163	5.22711032857719	0.612204706553475	2.47098384169682	15.1020556522306	5.46972800587527	1.49937208208923	-0.618951430342825	4.6764637612634	0.421192660164305	-0.293857260407008	0.711159525885741	-0.242617677298084	-0.887167375535753
18	3.3540356478556	15.0178067482634	5.7477615188041	2.11790188970414	2.62975882119937	14.7918938478313	5.51717253071312	1.44370685475687	-0.22592625327849	4.63001004530136	0.449625298007934	0.724276826656232	0.225912900432142	0.230588988090986	0.674195034947271
19	3.13239455549648	15.6369015475676	5.80019099024793	0.955332158441332	2.79975623398026	14.5940180865472	5.59983301580324	1.40003839091149	0.149519249249254	4.61663433877916	0.352548117119904	0.332638321516213	1.04288346102037	0.200357974444694	-0.444706232470154
20	2.31722894222978	13.7972364371806	5.91356982927506	1.33423834284828	2.90636999663065	14.0981416064944	5.56340939480725	1.3285196990883	0.510631720181703	4.50751902202115	1.24192156037168	-0.589141054400873	-0.300905169313822	0.350160434467808	0.00571864375997862
21	3.89375897214046	16.462014698549	6.53244541692408	1.50387516653342	3.53499296582705	16.4691673880587	6.60569627104231	1.53535165260763	0.850319467339521	5.29868868019072	-0.352497342547369	0.35876600631341	-0.00715268950970624	-0.0732508541182278	-0.0314764860742153
22	3.18448481837214	14.1405155154542	5.53434210977147	2.09157363932876	3.19844726908915	13.5063852474041	5.64565540257059	1.22360406674072	1.2407906653575	4.41632246962428	-0.345996669884663	-0.0139624507170042	0.634130268050108	-0.111313292799126	0.867969572588042
23	2.68973567894659	11.5929681501065	4.05357591133452	0.125673102469504	2.8781778315318	10.8790564323096	4.77766667835421	0.949744423411202	1.54743052990867	3.62869355277719	1.04754519691266	-0.188442152585217	0.713911717796878	-0.724090767019691	-0.824071320941699
24	2.90841186931456	12.7248028702792	5.74971628467126	0.270826770452972	3.39343599645215	12.956050691068	5.66369668212646	1.13513034283715	1.78072117746869	4.31336939441213	-0.0816414262638184	-0.485024127137588	-0.231247820788725	0.0860196025448021	-0.864303572384181
25	2.79767303492479	11.9800447554036	5.47688195577367	0.406422542514329	3.22259787671025	11.2119068596599	5.11933981235985	0.948370967824802	2.06010441530867	3.8003910287071	0.297392921592254	-0.424924841785459	0.768137895743652	0.357542143413813	-0.541948425310472
26	3.59170948739415	10.2746626946354	5.51043795090313	0.0904861058677815	3.28215938151772	10.8548309680222	5.07998731859283	0.898913968537556	2.28889947641745	3.71774484742864	-0.705697453923191	0.309550105876435	-0.580168273386847	0.430450632310299	-0.808427862669774
27	3.50983159158912	7.30943065798829	4.1110183538225	1.20829982823919	2.74673594724177	7.34565638718556	3.83856527137678	0.545914662067502	2.50304776370757	2.64027290876259	-0.687406479900913	0.763095644347344	-0.0362257291972665	0.272453082445722	0.662385166171692
28	2.53682107223343	3.80786702803079	2.54148384484172	-0.545445021603288	2.24170690529105	4.27513220407591	2.72446174397986	0.241377419344402	2.62411297929452	1.68883913798541	0.0791389536912589	0.295114166942374	-0.467265176045126	-0.182977899138135	-0.786822440947691
29	2.00489402806944	3.77335213545572	2.33651301927497	-0.173432251788289	2.20821665444318	3.97314321882466	2.62722716955264	0.209505257554729	2.66538845991406	1.59909417787813	-1.07401030212292	-0.203322626373738	-0.199791083368935	-0.290714150277669	-0.382937509343018
30	1.4181766706382	0.529153611568068	0.532393590490493	0.0716154933906868	1.49433476449567	0.0424233978818027	1.14963546914667	-0.172349647674501	2.69808232888682	0.365174457967395	-0.810139002797385	-0.0761580938574721	0.486730213686265	-0.617241878656175	0.243965141065187
31	0.727969223761856	-2.15380272357221	0.423765615866335	-0.599725045732864	0.962414079820438	-2.61787941599769	0.112415401955535	-0.424999338932452	2.6316908556117	-0.481481990626729	-0.997656819810461	-0.234444856058582	0.464076692425478	0.3113502139108	-0.174725706800412
32	-0.143122274771473	-4.79805927359039	-1.43470354054385	-0.420577998434888	0.338969209110848	-5.57785212263916	-1.06574472220647	-0.702356965658659	2.50045159882146	-1.43099061137452	1.63523772040453	-0.482091483882321	0.779792849048765	-0.368958818337378	0.281778967223771
33	0.600047847393049	0.925531745099113	1.12640174061887	-0.166262504135549	1.29445256329725	0.151233117336918	1.02303997649505	-0.135706293401101	2.29849400578495	0.347346170167469	-2.33587829122703	-0.694404715904202	0.774298627762195	0.103361764123821	-0.0305562107344482
34	-0.0811443047650245	-7.56544897644883	-2.12823923202964	-0.910287533901035	-0.132260957292856	-7.35226436724037	-1.84636338668117	-0.857051214694155	2.24481248357374	-2.02326673807631	-0.170588557147535	0.0511166525278315	-0.213184609208457	-0.28187584534847	-0.0532363192068807
35	-0.0197365111903655	-6.90817756009735	-2.45427013668379	-1.07433597974207	-0.227189179511049	-7.15219262583848	-1.8712555612171	-0.822033190853026	2.00488556230339	-1.99152862141621	-1.5408147615107	0.207452668320683	0.244015065741129	-0.583014575466685	-0.252302788889045
36	-1.09156270532555	-10.6365638161867	-3.31329369167365	-1.08994379045757	-1.12872612622315	-11.3166530802244	-3.54744341426644	-1.20935864402164	1.77595860759984	-3.33319052078529	-0.593246568090549	0.0371634208976038	0.680089264037729	0.234149722592792	0.119414853564072
37	-0.796031220858448	-11.9943587671766	-3.65623128366151	-1.24358584690218	-1.43746755561272	-12.0063255841666	-3.94662161968749	-1.25457703203738	1.44864331540424	-3.59311803679731	1.49370550388205	0.641436334754273	0.0119668169900269	0.290390336025977	0.0109911851352057
38	-1.33684652917714	-6.2046575319494	-1.61937918202014	-0.759767446618017	-0.501533265634798	-5.9845195080539	-1.80324991457841	-0.650858324471806	1.11226909291497	-1.74010072923553	-0.616354424644092	-0.835313263542339	-0.220138023895496	0.183870732558268	-0.108909122146211
39	-1.43340491558152	-7.75929657473114	-2.23557217608108	-0.144057731189098	-0.847074241713117	-7.31533863119675	-2.38270581163217	-0.767815784959526	0.934849377890746	-2.18244508095607	0.192599819187369	-0.586330673868406	-0.443957943534391	0.147133635551085	0.623758053770428
40	-0.0582096304910377	-6.46534396415725	-2.01254217562746	0.104025242219124	-0.701956110823005	-5.92569938228085	-1.94212573626636	-0.620084812721675	0.728594677663559	-1.77160075367309	-0.861944017264133	0.643746480331967	-0.539644581876396	-0.0704164393611081	0.724110054940799
41	-0.660180586008575	-8.06664211357591	-2.75230906331087	-0.323624426218753	-1.18556201307639	-8.03074345012954	-2.8106773737342	-0.812557680328903	0.562237326164948	-2.45638469556991	-1.03154201114503	0.525381427067819	-0.035898663446373	0.0583683104233335	0.488933254110149
42	-0.652341399382051	-11.1609435281657	-3.58614502403029	-0.483562172962385	-1.7519060620403	-10.4367378647837	-3.81377292133798	-1.03093342964884	0.347412806757586	-3.24228823715795	-0.615906316150589	1.09956466265825	-0.724205663382061	0.227627897307692	0.547371256686457
43	-2.14622581433879	-10.9538139130355	-4.16355466960033	-1.5253288758093	-2.05206855140472	-11.2510927928232	-4.23600979870223	-1.09197062364875	0.0778090399690548	-3.53396572959274	0.900142795348714	-0.0941572629340745	0.297278879787726	0.0724551291019007	-0.433358252160546
44	-0.682520064877693	-7.49863399409055	-2.79866162299472	-0.187111759092845	-1.44530176119371	-7.1543838380577	-2.80069541425565	-0.67769682653097	-0.205413505850752	-2.28042636128476	0.597888355983528	0.76278169631602	-0.344250156032858	0.00203379126093783	0.490585067438125
45	-1.35632061912191	-4.65019485481896	-2.55547339704117	0.455213211742576	-1.03941014754667	-4.46048134093844	-1.85160686206376	-0.406098357258543	-0.379137764155926	-1.45449536917275	0.706814647625521	-0.316910471575245	-0.189713513880521	-0.703866534977417	0.861311569001119
46	-1.22550520987532	-1.67142038879676	-0.26872582683116	-0.381759172348843	-0.583982472504693	-1.71265773568829	-0.851941217480331	-0.133979372487819	-0.481171353575489	-0.602231184629955	-0.571426244212522	-0.641522737370629	0.0412373468915333	0.583215390649171	-0.247779799861024
47	-1.48115720602345	-3.89405269955919	-1.76501886886883	0.232787397830603	-0.900744645172213	-3.32277274168905	-1.47575839954727	-0.287506877187529	-0.511958513128309	-1.11343431037948	-0.85821664524264	-0.58041256085124	-0.571279957870136	-0.28926046932156	0.520294275018132
48	-0.61575608862658	-5.41731029244722	-2.62107400584518	-0.976968830944045	-1.3755211470234	-5.66469928493993	-2.39381514778573	-0.509147000381165	-0.582228868842327	-1.86030752458417	-0.910648848298097	0.759765058396816	0.247388992492708	-0.227258858059449	-0.46782183056288
49	-2.37642203828877	-7.57819301303388	-3.05451754540987	-0.50810988340245	-1.86405303237212	-7.91246654232584	-3.3000072290721	-0.717977098349994	-0.709290629244767	-2.58492562042385	-0.300479356851887	-0.512369005916652	0.334273529291963	0.245489683662233	0.209867214947544
50	-2.52705288175387	-8.83318934603321	-3.50938821452215	0.0748821896192511	-1.9742016925766	-7.9712145219164	-3.39795279009763	-0.711875548760515	-0.889370027071794	-2.62691241523336	0.217098714524899	-0.552851189177268	-0.861974824116812	-0.111435424424518	0.786757738379766
51	-1.41032168822463	-6.35429612001694	-2.73131928317145	-1.06221877197563	-1.77448917544288	-6.37479204582638	-2.86664717077769	-0.546078997667405	-1.06641613944291	-2.14712245918512	1.26447574493935	0.36416748721825	0.020495925809443	0.135327887606248	-0.51613977430823
52	-1.0322310719713	-2.10716329865333	-1.0331366660529	-0.100757833969705	-0.963020533709624	-1.62404575723912	-1.11995420418732	-0.07846683523885	-1.1991255371025	-0.667934468327259	-0.791059494157967	-0.0692105382616787	-0.483117541414215	0.0868175381344232	-0.0222909987308555
53	-1.7875600311484	-4.11953223942395	-2.98886284489594	-0.0715079402734399	-1.39617013341741	-3.91889452798994	-1.995089978073	-0.299459922327794	-1.20974854260591	-1.3922005156525	-0.0343429324939708	-0.391389897730986	-0.20063771143401	-0.993772866822942	0.227951982054354
54	-0.53375453423835	-4.17517554691874	-1.88062895778183	0.55241780283823	-1.3662699787523	-3.55791704650363	-1.88658870161594	-0.260159361431817	-1.27747719224051	-1.28732339658122	-1.63617056681626	0.832515444513953	-0.617258500415118	0.00595974383410953	0.812577164270047
55	-2.47437426840283	-8.3525641614306	-3.61490336746869	-0.453503003628277	-2.28433591808769	-8.31981257233488	-3.71721857086374	-0.716441326388026	-1.33448818859709	-2.79476162373936	0.749247836634627	-0.19003835031514	-0.0327515890957181	0.102315203395049	0.262938322759749
56	-1.43939424424376	-5.83304503025213	-2.07514841343336	0.252098977676617	-1.75900338290156	-4.98174967225803	-2.52411539474068	-0.38255600591956	-1.50912129819053	-1.7660376247308	0.514298228673276	0.319609138657805	-0.851295357994101	0.448966981307316	0.634654983596177
57	-1.56125053921616	-2.38600810230026	-1.96088653823676	-0.256109780312294	-1.39174645190898	-2.75248385459069	-1.71479872819328	-0.161526138142149	-1.59593700754222	-1.07513563358444	0.544156546645901	-0.169504087307182	0.366475752290433	-0.246087810043475	-0.0945836421701446
58	-1.37096248670891	-0.530769647812953	-0.749721726924566	-0.531439931299484	-1.02024288412436	-0.671731285480604	-0.937502182667181	0.0413703507285887	-1.62485067871843	-0.423465523580096	1.38976054671192	-0.350719602584549	0.140961637667651	0.187780455742615	-0.572810282028073
59	-0.401666158198366	3.5927978619305	0.916684968658064	0.485414548863241	-0.162429089471198	3.86475487421203	0.79366556102661	0.478047325248904	-1.60102269388749	1.00864157548984	0.326536132512793	-0.239237068727168	-0.271957012281527	0.123019407631454	0.00736722361433635
60	0.231541422484452	5.03226482978137	0.873678465352346	1.34317417253986	0.0357149155555946	4.52460721097834	1.10142374056017	0.532854412502289	-1.464378254685	1.23431355045365	-1.54508762388999	0.195826506928858	0.507657618803029	-0.227745275207826	0.810319760037567
61	-0.434039513062044	-0.378069510040802	-0.904489175847745	0.575234427930121	-0.87960523825738	-0.834230263246663	-0.868832332615588	0.005386452820896	-1.31465361804342	-0.434205428481713	-0.511801669682349	0.445565725195336	0.456160753205861	-0.035656843232157	0.569847975109225
62	-1.66957229835415	-1.69696365936118	-1.4714048978209	-0.156483211377292	-1.15077559912154	-2.32611894581473	-1.42981355049982	-0.139518975689141	-1.3026430341735	-0.902586555315891	1.73417231689702	-0.518796699232614	0.629155286453548	-0.0415913473210814	-0.0169642356881511
63	-0.502165400130108	3.60658141245518	0.4068166364461	0.688608130674791	-0.0844730487854816	3.47628875802746	0.760888184079548	0.422680616432515	-1.32822993196453	0.921844417112714	-0.848506117562595	-0.417692351344626	0.130292654427717	-0.354071547633448	0.265927514242276
64	-0.720104434695301	0.888126240465342	-0.213098934078756	0.65054344156353	-0.583602965237415	0.440264019703312	-0.340526212980386	0.121538376128515	-1.20811696471473	-0.0188461421611525	-0.0878634500344422	-0.136501469457886	0.44786222076203	0.12742727890163	0.529005065435016
65	-0.924096260200872	0.337531715478691	-0.34506409965286	-0.944531153603226	-0.614898301359476	0.150258228465723	-0.43324203634162	0.0908281325089277	-1.16690744010428	-0.10482497797948	2.10119920799676	-0.309197958841397	0.187273487012968	0.0881779366887607	-1.03535928611215
66	1.06044481723706	6.60722827526965	2.30689675955047	1.10822243218141	0.648926719361037	6.84034622046452	2.11883258284731	0.734952931743137	-1.13397829839003	2.00685672781523	1.67939077918516	0.411518097876027	-0.233117945194871	0.18806417670316	0.37326950043827
67	1.60218247777896	11.3624876304586	3.35928409891782	0.784693989873765	1.61745921718927	11.4521022012268	3.95230305002433	1.16742191641753	-0.934620185418664	3.48556183421886	-1.45963928945135	-0.0152767394103103	-0.0896145707682157	-0.593018951106504	-0.382727926543765
68	0.363331596831372	5.44130663645156	2.0634961817442	0.0588895238049006	0.695364610428835	5.58364182658583	1.85589117392776	0.580263281749463	-0.624952125752526	1.67736636134563	0.0243136182597045	-0.332033013597463	-0.142335190134267	0.207605007816437	-0.521373757944562
69	0.396821684971445	5.13484526768715	0.817470584607834	0.724810623063614	0.684134953422131	5.06408262214228	1.72397890002305	0.519921973300462	-0.469737276944067	1.53394334347077	-0.743697835742592	-0.287313268450686	0.0707626455448763	-0.90650831541522	0.204888649763152
70	-0.0525244287745726	1.76904977995345	1.03019015045822	0.218692483530448	0.219415615736018	2.15891754851623	0.679873062470187	0.230228723367085	-0.331391779466908	0.6368511733811	-2.04799912709643	-0.271940044510591	-0.389867768562782	0.350317087988033	-0.0115362398366364
71	-0.180025573453546	-4.15273416960308	-1.92852076735275	-0.104966365267827	-0.999306862691521	-4.57058053697523	-1.84716319836806	-0.42392816783827	-0.26913404626733	-1.47483307105344	1.14007011155612	0.819281289237975	0.417846367372155	-0.0813575689846885	0.318961802570443
72	-0.993527667006888	-0.376997328700865	-1.12721633827525	-0.0154736868977631	-0.289185744283238	-0.438615317428633	-0.324661710713862	-0.0177379832153118	-0.376670208535027	-0.187279652391978	-0.364690050605151	-0.70434192272365	0.061617988727768	-0.802554627561387	0.00226429631754871
73	-0.355174953777617	-2.22296574767785	-1.71428107601791	0.701903443864313	-0.494418823980864	-1.53626126014972	-0.741762612775148	-0.123671894397142	-0.378218836257368	-0.533241737757931	1.21296073130413	0.139243870203247	-0.686704487528133	-0.972518463242764	0.825575338261455
74	-0.355292480077152	2.35466546844731	0.846861546624196	0.179053416082568	0.240367747379408	2.49565536717728	0.775795928865942	0.267714090743267	-0.407169896854676	0.733043167321989	0.971035466805161	-0.59566022745656	-0.140989898729972	0.071065617758254	-0.0886606746606985
75	1.06775614423936	4.65164866599458	1.62534766434782	0.234828344037021	0.805406824680887	5.31554147575998	1.87615843112505	0.535375803222079	-0.334599265253877	1.63077431739495	2.22472091927508	0.262349319558476	-0.663892809765402	-0.250810766777222	-0.300547459185058
76	2.10119380587215	12.0265294654385	4.62162527225267	0.56682810399071	2.09098331125967	11.8019385302823	4.39646217840171	1.15273943357102	-0.193345746728531	3.69241780493054	-0.362174877096488	0.0102104946124834	0.224590935156245	0.225163093850959	-0.585911329580312
77	1.95008431289469	8.95869511364943	4.53815412853864	1.19092467176026	1.80073897015209	9.35585779627454	3.59440041603382	0.896830722940868	0.10653636019674	2.961001147341	1.15567927899971	0.149345342742601	-0.39716268262511	0.943753712504817	0.294093948819394
78	1.98121415217453	12.1182781382179	4.71977339097477	1.54734372658282	2.41840804035016	11.9889497312459	4.69055114528418	1.13607155246701	0.337769396098685	3.82058031160661	0.456708593820783	-0.437193888175624	0.129328406972013	0.02922224569059	0.411272174115807
79	3.14887143483692	12.1864629335674	4.76794621677924	2.12763608070423	2.6005562267389	12.1053610902134	4.85709265026933	1.12826821176522	0.629048904477366	3.89523087426673	1.18346393246162	0.548315208098021	0.0811018433539429	-0.0891464334900899	0.999367868939014
80	4.55687069290884	14.2344838744483	5.94214225537681	1.15397874076063	3.20580762030544	14.5070321873235	5.88883212336019	1.34151225152737	0.915956709120767	4.68917171930168	-0.229612630177627	1.3510630726034	-0.272548312875272	0.0533101320166216	-0.187533510766747
81	2.35572132650805	12.2482402988335	5.02977253904288	1.1492251471592	2.95390683541876	12.1488394566422	5.13687625611937	1.0914847103503	1.25573359607584	3.99064191719389	1.48095284220874	-0.598185508910714	0.0994008421912714	-0.107103717076486	0.0577404368089011
82	2.83273434968187	14.8106041374487	7.40391255787343	1.06067066154111	3.72245630556465	15.4706614897656	6.51159832003752	1.39457100723644	1.52806124258999	5.07253056768323	-0.874720995669088	-0.889721955882784	-0.660057352316871	0.892314237835906	-0.333900345695326
83	3.20768480026927	11.4860865717414	4.87083661964731	1.38243656205757	3.07073372125385	10.9391772454611	4.9387810366265	0.934023657686327	1.87662624876938	3.69055651524582	-0.625781694926703	0.13695107901542	0.546909326280375	-0.0679444169791945	0.448412904371247
84	3.48144480614397	7.46404933937148	4.08268849468473	-0.0668597834605148	2.590038897106	7.68719410990305	3.80015431648215	0.605057709688072	2.10319002368668	2.69571916879454	-1.01195265220205	0.891405909037964	-0.22314477053157	0.28253417820258	-0.671917493148586
85	1.82943640145471	4.24760161637424	2.24273468358193	0.83263821224461	1.89867486154934	3.56109532713567	2.29334953171592	0.19733733508329	2.24279012584209	1.41419459971303	-2.04048913888286	-0.0692384600946304	0.686506289238567	-0.0506148481339958	0.635300877161319
86	0.959629619402045	-3.39465635688557	-0.242574163051278	-0.143752424702326	0.624558773877156	-3.37920753007713	-0.325976507713067	-0.475267640795112	2.27574775587442	-0.767713999141134	-1.27026010302828	0.33507084552489	-0.015448826808439	0.083402344661789	0.331515216092786
87	0.0858385474884857	-8.23573710392131	-2.34085058942093	-1.37099565293211	-0.147905748517742	-7.10952124295735	-1.80066424226126	-0.826379246871758	2.13437387372564	-1.9612027022553	0.088443827205291	0.233744296006228	-1.12621586096396	-0.540186347159674	-0.544616406060348
88	0.433206242965364	-6.66335317608336	-1.93643186410108	-0.477627020572651	-0.0892038905145712	-6.11048618402174	-1.51871771407515	-0.714756911780289	1.90327649580856	-1.67663860482448	-0.716436562892914	0.522410133479935	-0.55286699206162	-0.417714150025933	0.237129891207638
89	-0.680683279344098	-7.22148571768828	-1.48151770542052	-0.369790961676882	-0.508517638404041	-7.76968204472698	-2.23239192724399	-0.861937144419975	1.7029324288128	-2.22541130723494	0.0868085310687654	-0.172165640940056	0.548196327038706	0.750874221823474	0.492146182743093
90	-1.40952621214639	-6.87620280405727	-1.11962698214929	-0.735592289518984	-0.43787440727292	-6.68959611247892	-1.92209673104041	-0.742111161883745	1.46611706697431	-1.91606164544268	0.570063618659349	-0.971651804873465	-0.186606691578348	0.802469748891119	0.00651887236476088
91	-0.0924524437135114	-3.80118453014675	-0.386354640237683	-0.908876130148846	-0.0842630901946133	-4.18720836145647	-1.0583441295173	-0.487040519661345	1.26222423748798	-1.15439186223907	-0.25538938591676	-0.00818935351889812	0.386023831309725	0.67198948927962	-0.421835610487502
92	-0.463633494794146	-5.13492838401689	-1.81536833915979	-0.943124236724928	-0.231543061273474	-4.57509855063697	-1.26274735100396	-0.515602144865241	1.12598842251437	-1.29434206193192	0.0334979012296731	-0.232090433520671	-0.559829833379918	-0.552620988155829	-0.427522091859687
93	-0.105423701370414	-2.83397247222907	-1.74026291249379	-0.237238471429317	-0.202769500455263	-3.99885801662167	-1.10399955744316	-0.450615028493947	0.983461248185583	-1.13140995450905	-0.135401731193374	0.0973457990848489	1.1648855443926	-0.636263355050636	0.21337655706463
94	-0.649340047523604	-4.45983225437358	-1.20539660453238	-0.717169936534654	-0.274949352975277	-4.01796664762906	-1.16357972560694	-0.444315186315833	0.858903266565402	-1.15367069025152	0.43680137612301	-0.374390694548327	-0.441865606744518	-0.0418168789254369	-0.272854750218821
95	0.0245179041844799	-2.30874049180962	-0.29064459167621	0.123540640275004	-0.00633315457286732	-2.21459070797635	-0.530596031013336	-0.262131438220234	0.73698151871054	-0.601502245103359	-0.967731459168919	0.0308510587573472	-0.0941497838332722	0.239951439337125	0.385672078495238
96	-0.914307123722618	-4.9439535718903	-1.94864669615912	-0.412875997388794	-0.577772112970765	-5.06524231132742	-1.64314305663585	-0.532685471832541	0.663192213043368	-1.50908347976194	1.35289579644461	-0.336535010751852	0.121288739437127	-0.305503639523277	0.119809474443747
97	-0.0520913633213616	-0.732739281335134	-0.536793365202371	-0.43323101416441	0.243271122872142	-0.232002865460455	0.130436110519277	-0.0564175061764327	0.519981349934098	-0.00527933534113401	-1.03551501093753	-0.295362486193504	-0.500736415874679	-0.667229475721648	-0.376813507987977
98	-0.490248987629006	-3.90700656812456	-0.776680039116767	-0.765870520488769	-0.377421105602407	-3.50987814835888	-1.121098194041	-0.371838544219298	0.501181744549234	-1.04026641274455	1.83803577897405	-0.112827882026599	-0.397128419765678	0.344418154924235	-0.394031976269471
99	-0.558187664099684	3.17851256030374	0.411902275185404	0.93334832919236	0.723022295606426	2.69687821573663	1.19163548706599	0.234306595729782	0.400905247226531	0.901796007503959	-0.72962505814475	-1.28120995970611	0.481634344567104	-0.779733211880588	0.699041733462577
100	-0.118839754830174	-0.142002212785717	0.415215626939876	0.0130910687787769	0.26563172162681	0.0705763076348273	0.219323447819457	-0.0231541369036765	0.458304571439284	0.0819913486088135	-1.28990713112575	-0.384471476456984	-0.212578520420544	0.195892179120419	0.0362452056824534
101	-0.251329978755489	-4.40404559273782	-1.5494894431828	-0.426486912873414	-0.506276036669749	-4.04636345929241	-1.34672867530976	-0.420226319320006	0.448611364844173	-1.21611491737781	1.10088103759019	0.254946057914259	-0.357682133445414	-0.202760767873039	-0.00626059355340883
102	0.641782709958488	-0.394360834044029	-0.134672181473314	0.192064593913453	0.163094815412898	-0.11893699284763	0.096137507339165	-0.0334786540368663	0.336236994240758	0.00637761195015663	-1.20021629561451	0.47868789454559	-0.275423841196399	-0.230809688812479	0.22554324795032
103	-0.372704605788011	-4.46448515356584	-1.43485853154137	0.0674327963081452	-0.552125833343264	-3.92644312197305	-1.35322292833565	-0.400548547496192	0.324857644563548	-1.19447644485937	-0.606126764803104	0.179421227555253	-0.538042031592789	-0.0816356032057244	0.467981343804337
104	-1.04698455389206	-5.53567061343158	-2.23006328861574	0.0310528710438784	-0.890165061678614	-5.42745367144348	-1.96736325422543	-0.538599096273408	0.218575125400133	-1.68115556517654	-0.661885030888089	-0.156819492213441	-0.108216941988097	-0.262700034390305	0.569651967317287
105	-0.559202423355338	-7.3269087234286	-2.60538087268388	-1.2143828406207	-1.24891762288599	-6.93653968983846	-2.59921654513794	-0.675149461125978	0.077424405479043	-2.17492503954697	1.62099210897969	0.689715199530649	-0.390369033590134	-0.00616432754593416	-0.539233379494723
106	-0.379375098800078	-2.05979855241875	0.531170306876251	0.729878495558492	-0.245272336913958	-1.02752430759444	-0.430986819913846	-0.0928572414999437	-0.0979246969038947	-0.336440426612585	0.468945355200936	-0.13410276188612	-1.03227424482431	0.962157126790097	0.822735737058436
