t	k_lag_pred	z_pred	k_lag_filt	z_filt
45	-0.375583056470682	-2.13201237977284	-0.381645404881151	-1.58842817011139
46	-0.493506234022974	-1.4426392606925	-0.49399361200251	-0.591854158670154
47	-0.523207472145924	-0.537532676621959	-0.528842069305963	-1.30187605393646
48	-0.612867550391826	-1.18238743388218	-0.60906936533717	-1.78997694387324
49	-0.728780824926649	-1.62568951089858	-0.733477268890874	-2.48812184223253
50	-0.903889239591547	-2.2597573642499	-0.907235458172556	-2.87685565609035
51	-1.10217542516854	-2.61281246134674	-1.0975346331114	-2.1452403800213
52	-1.22798025886077	-1.94834620417529	-1.22486012538394	-0.820368445039464
53	-1.2462134348035	-0.745073494235625	-1.2535285234058	-1.55422049326967
54	-1.3317935110986	-1.41157122843425	-1.32533460765953	-1.39884060284426
55	-1.38878999892084	-1.27045239506951	-1.39140736895163	-2.78313608219138
56	-1.56179258676344	-2.52769464529054	-1.55531838864659	-1.93914788554034
57	-1.65327404136651	-1.76116926443905	-1.65466968716951	-1.03827589679199
58	-1.67799328536027	-0.94298099235914	-1.67804158900779	-0.416658163580146
59	-1.65146879518709	-0.378416497754889	-1.64968489919252	0.910975492782654
60	-1.51931846499366	0.827364457610192	-1.5200625922155	1.3668383220781
61	-1.35830526930002	1.24138734350868	-1.35946221746788	-0.255315127177367
62	-1.33144262248367	-0.2318818271077	-1.33638711360359	-0.762638228898951
63	-1.34923139939405	-0.692641865346339	-1.35095474383692	0.876366173455363
64	-1.23390589333566	0.795931646365166	-1.23646564400365	0.130413118015117
65	-1.18235653791516	0.118443558039353	-1.18336797043558	-0.0865770225008576
66	-1.14826880338965	-0.0786308213891957	-1.14247115771552	1.96061716999089
67	-0.947223277450859	1.78066805779348	-0.946616243187727	3.37330232943794
68	-0.646796455894036	3.06369433015746	-0.648999158797256	1.6644155991192
69	-0.494618758403541	1.51165242129269	-0.49937875212914	1.45752103043853
70	-0.366631715127205	1.32374702322748	-0.366959733052823	0.570279039531695
71	-0.308940620349592	0.517937762285306	-0.308684173731012	-1.29556209208473
72	-0.400012659244092	-1.17665297926269	-0.404752149252526	-0.308108320833418
73	-0.414730481831232	-0.27982956267337	-0.416953897419783	-0.781658896019901
74	-0.463880179965541	-0.709916780051057	-0.464008185827685	0.642671297014597
75	-0.396835736509035	0.583685722929741	-0.393453060295392	1.42069328139815
76	-0.267366599001633	1.29029939389914	-0.263020859128533	3.72387651991337
77	0.0402484094068131	3.38209216550301	0.0439532993347212	2.98393565010048
78	0.27793659875287	2.7100644531588	0.277092669075172	3.83794717823626
79	0.570227059036333	3.4856932053776	0.572269594811128	3.96620960374683
80	0.865068802649167	3.60218346549444	0.873587875852589	4.68305578610717
81	1.21229489704874	4.25323616401089	1.20863392565518	3.99947356580241
82	1.48150897886419	3.63239439887534	1.48346112629711	4.93004837192616
83	1.82005366194162	4.47755930817765	1.81825935881572	3.87488834548278
84	2.05969773494476	3.51924384317692	2.06436041722484	2.72058937454481
85	2.20596200220104	2.47088859149733	2.20257942546388	1.62770718738599
86	2.2530150866817	1.47831317627018	2.25153730662285	-0.697086812750072
87	2.11672750998507	-0.633106880819003	2.11647854996112	-2.2926793009685
88	1.86050447828488	-2.08225290509817	1.86300246090547	-1.84713748501011
89	1.65117985872957	-1.67760375062193	1.65102900309267	-2.00473295632168
90	1.43427778476095	-1.82073481471371	1.4327017635373	-1.94009335974738
91	1.2287894900082	-1.76202796125438	1.23152352358024	-1.01586935418576
92	1.10769491472569	-0.922630964156186	1.10570256229588	-1.51623818913585
93	0.946835223218243	-1.37707501123912	0.943970906208461	-0.892167388978846
94	0.840096442237356	-0.81028259676366	0.838780236671978	-1.2972674673246
95	0.7066561598666	-1.17820183197227	0.70831545103387	-0.606235798771736
96	0.635361934595515	-0.550594342886815	0.631506686676768	-1.51059026272467
97	0.489888541976941	-1.3719454620813	0.489585960279507	-0.254734442819431
98	0.452129445331557	-0.231354439046602	0.452604511345606	-1.11633728002917
99	0.348446722054043	-1.01387775578912	0.342114368433441	0.867369370353341
100	0.398458293885208	0.787760586684961	0.396866497608487	0.0389600327018649
101	0.385878695165835	0.0353842080058507	0.385430715460123	-1.30146859721865
102	0.269039684083608	-1.18201737430428	0.272580339298672	-0.08635049739551
103	0.256105130831653	-0.0784250871818478	0.255830012962005	-1.30969386656919
104	0.143382175061925	-1.18948771304427	0.141316156843554	-1.73139423543559
105	-0.000361287439692493	-1.57248363305022	0.00307592854324414	-2.25949530552846
106	-0.175389242750087	-2.05211459884722	-0.169502503868956	-0.535998721587172
107	-0.205805847808154	-0.486803756060572	-0.203107549653394	0.0399208372721978
108	-0.192759129300506	0.0362568281350428	-0.188230511337302	1.03540080410514
109	-0.0998297720124764	0.940369781058418	-0.101028917306799	0.156785144717276
110	-0.0850728696111739	0.142395110788445	-0.08368972313932	-0.189081999699217
111	-0.0956495672973869	-0.171727699992383	-0.0897518232228906	-0.109016299261052
112	-0.0951767645709381	-0.0990105793442129	-0.0932473543920653	1.7299826323283
113	0.0466153211234661	1.57120158951724	0.0466747339964428	1.06141290698354
114	0.12880478733036	0.963994444465715	0.127035316770418	1.01966276869772
115	0.203022151682761	0.926076211986716	0.200566884085612	0.142193379240634
116	0.204683913897052	0.129142604848599	0.205072230409044	0.449033819336669
117	0.233250456648665	0.407820655250881	0.23287532974536	-0.519463821638206
118	0.183618729657771	-0.471786460165897	0.179776652488171	-3.11702487844228
119	-0.0726401994529716	-2.83093850311203	-0.0717631427100644	-2.51137789651645
120	-0.267459031055456	-2.28087893435932	-0.271614152083045	-2.91214464187861
121	-0.491863259550852	-2.64486255799328	-0.488513629399871	-1.58738138102093
122	-0.596504899908475	-1.44168854786332	-0.589195344697796	-0.853759140913448
123	-0.635709491172156	-0.775399529567946	-0.63616009778448	-1.27981787179682
124	-0.714641519816713	-1.16235379297041	-0.714238772116415	-1.22595709171716
125	-0.785701867174521	-1.11343645606055	-0.784481181039258	-0.526206240915539
126	-0.798219465881091	-0.477910047586817	-0.800568839258245	-1.83616289622172
127	-0.91714016688689	-1.66763643012611	-0.915012411055554	-2.3731105717174
128	-1.06991303031957	-2.15530204332997	-1.07584863125737	-3.49254386418558
129	-1.31341384840374	-3.17199165374378	-1.31192894140673	-4.57921639626023
130	-1.62690643162669	-4.15892734764871	-1.62991716066305	-4.32208119643579
131	-1.91332928086618	-3.92539249756686	-1.91359665445147	-4.69917191402166
132	-2.21672259173522	-4.26787312355195	-2.2175469884602	-5.1682577646407
133	-2.54693018986208	-4.69390539713654	-2.54312510991426	-3.88940088140737
134	-2.76002307133205	-3.53242439140124	-2.76390696291855	-3.07085773730359
135	-2.90836865084074	-2.78900866856626	-2.91639393620524	-4.73266177594986
136	-3.18662881566659	-4.29828922329248	-3.18385609965306	-4.37515081221899
137	-3.41639273485709	-3.97359128471966	-3.41538763879052	-6.24252128702579
138	-3.78712313340264	-5.6695710034786	-3.78936170468661	-5.95033208595487
139	-4.12478091003445	-5.40419947397109	-4.12890646555204	-5.24869114232862
140	-4.39690880023469	-4.76695644892855	-4.40056470678463	-3.89943926155519
141	-4.55243575954386	-3.54154143023717	-4.55186018982034	-2.06881054952528
142	-4.5538669745672	-1.87893124652323	-4.54960759400142	-0.871217009081098
143	-4.45716061090307	-0.791255081931312	-4.46027635718213	-0.0828966238032051
144	-4.30876778545491	-0.0752882165700789	-4.30818792310483	1.13829788276763
145	-4.06567211872244	1.03382277331973	-4.07012999956028	0.497999469855757
146	-3.88659267727593	0.452292146750072	-3.89038450156919	-0.381094442429315
147	-3.78260896194661	-0.346116881471383	-3.78535500150026	-1.80796644412235
148	-3.79393321530686	-1.64202790115629	-3.79259105423683	-1.36218501020974
149	-3.76572452283768	-1.23716112131	-3.76742807341106	-1.22669253354762
150	-3.73075793154015	-1.11410439766379	-3.73526046458882	-1.85647786008404
151	-3.74944311451197	-1.68608684859564	-3.74766339848416	-2.05456371919539
152	-3.77704270684497	-1.86599201693699	-3.77737729348447	-1.97387524425937
153	-3.799334426345	-1.79270928119959	-3.79516068127299	-1.21960498768746
154	-3.75694835600404	-1.10766736002355	-3.75354543053026	-0.294342221900354
155	-3.6437709534883	-0.267326942056901	-3.64353340674579	-1.54728331746872
156	-3.63655978109679	-1.40527075960784	-3.63867780034432	-1.90963211637277
157	-3.66047870501305	-1.73436250779	-3.65618654509568	-2.84906158212109
158	-3.7515220943554	-2.58756937948939	-3.75107651779873	-2.79834426395932
159	-3.83904615653631	-2.54150699168115	-3.8424811836973	-3.74883065459839
160	-4.00223972071777	-3.40475596301718	-3.99369362546643	-2.22741436314079
161	-4.02799891804807	-2.02297810537568	-4.02895258212047	-2.90230759750907
162	-4.1152820232691	-2.6359283759612	-4.11636186439374	-2.86285741711082
163	-4.19647986306884	-2.6000990069316	-4.19074386984179	-2.05462327154527
164	-4.20442710092994	-1.86604610346077	-4.20501921644151	-0.786579492120778
165	-4.11810192336033	-0.714385754635307	-4.11577747841226	0.145413779020059
166	-3.95845442084087	0.132067430310865	-3.95846649795862	-0.016672758748363
167	-3.81951234343407	-0.0151425017555287	-3.82223164437729	1.07773879832693
168	-3.60171625317353	0.978821914955686	-3.59786768139132	2.29995895366446
169	-3.28882521614131	2.08886441764938	-3.28418989520507	2.36382078923407
170	-2.98122174289517	2.14686489446424	-2.98285695754346	2.64045048290982
171	-2.66873056717366	2.39810499727732	-2.6664719134088	2.96950359922513
172	-2.33758255346534	2.69695700291532	-2.33827567825258	2.23825750100809
173	-2.0787379693257	2.03282603976189	-2.08027859918174	2.10348887174671
174	-1.84052128124716	1.91042672744766	-1.83723691415895	3.12304540427991
175	-1.52561189088149	2.83640645382381	-1.52654173462959	2.67812291307373
176	-1.26104688074459	2.43231978131527	-1.25847593038481	4.76493601345867
177	-0.83775484055711	4.3276012708973	-0.83386991897415	5.24160928663526
178	-0.390568136325261	4.76052457920095	-0.391352761114564	4.38469123773392
179	-0.0313737259641619	3.98225607213059	-0.0269745488575689	4.32253333404952
180	0.315186047850464	3.92580313714445	0.314536934951167	2.99474100570729
181	0.539784902577794	2.71987807301109	0.536352706982607	2.04072752326208
182	0.678434237909794	1.85342573295411	0.678340951907848	2.01025423543384
183	0.812985610107083	1.82574934049859	0.821799428312451	2.57870997189815
184	0.996232349893774	2.34203114588346	0.997411934897061	1.10465705936714
185	1.04926567290152	1.00326956763327	1.04864640007285	0.886944465642904
186	1.08149919498086	0.805539043103636	1.07990094540639	-0.55914034164404
187	0.997497651732506	-0.507821394930403	0.997344773066919	-1.83818735463739
188	0.81690367410474	-1.66947507996061	0.819314994137891	-1.89348092563565
189	0.640817800140468	-1.71969370355779	0.640930083211322	-0.939927944701729
190	0.544023981347323	-0.853659599321787	0.543885202368067	-1.15205255470336
191	0.433673604894909	-1.04631501573006	0.435697443068704	-0.781120598832425
192	0.358599524992034	-0.709427888786607	0.358833829746458	-1.36262012035068
193	0.238558198020725	-1.23755629622811	0.235585056477405	-2.69491752010945
194	0.0145101942159139	-2.44757294789436	0.0167566014144699	-3.11043252400859
195	-0.229363177486421	-2.82495120730263	-0.227653178444232	-2.87729825993021
196	-0.446709420927567	-2.61321444217806	-0.454455219448641	-3.21112930049652
197	-0.691826001636546	-2.91640584523975	-0.688823894095058	-1.72789341074619
198	-0.80080856836045	-1.56930412060089	-0.800137512744081	-1.3034402516383
199	-0.874672976061999	-1.18380806659232	-0.872274364781171	-1.55180184185253
200	-0.963858364906291	-1.40937456536949	-0.9664936529371	-3.47816142550314
201	-1.2067986221003	-3.15892926219331	-1.20945307516925	-4.05433003546315
202	-1.48662926754322	-3.68221603911357	-1.48290276166372	-2.53878863742391
203	-1.63075791397788	-2.3057738661805	-1.63162857984239	-2.72667135281021
204	-1.78904432270535	-2.47641235441808	-1.78947602126677	-1.03484180549079
205	-1.80775161516082	-0.939862088382784	-1.80673018012552	-1.31261551104076
206	-1.84632078974331	-1.1921412035198	-1.84112635724302	0.52139237878116
207	-1.73472834446767	0.473538010725919	-1.73815103155621	-0.574432452518845
208	-1.72190234642856	-0.521709967257416	-1.7245232457978	-1.21953127833755
209	-1.75967917536462	-1.10760041585569	-1.76215785620554	-1.57915056631743
210	-1.82436719654262	-1.43421317273325	-1.82540782813894	-1.94572098187905
211	-1.91431158231385	-1.76713906969746	-1.91069309147741	-2.69539307744828
212	-2.05575105281283	-2.44800485769086	-2.05456759754305	-3.6104456292189
213	-2.26675814638957	-3.27907217418688	-2.26322406075019	-1.95359630569822
214	-2.33723522658013	-1.7742915815617	-2.33491650177715	-0.680427008984787
215	-2.3058879506654	-0.617976145013967	-2.30976054320467	-1.50122614427936
216	-2.34641424374728	-1.36344079994726	-2.34702798201392	-2.18399558470637
217	-2.43625637803075	-1.98354438366297	-2.4431891107756	-2.69366746784762
218	-2.56924159611542	-2.44643762776798	-2.56954753187854	-2.68687101709188
219	-2.6905859567666	-2.44026496797884	-2.69357515485316	-1.94638582085306
220	-2.75176744550378	-1.76774288850652	-2.75239288798809	-2.73899890077825
221	-2.87106687791718	-2.48760845696864	-2.87143880276743	-2.96005759550458
222	-3.00334389415707	-2.68837797108981	-3.002165281149	-1.85357720400428
223	-3.04209655853668	-1.68345242015803	-3.04010593135296	-1.50659945004089
224	-3.05130362659219	-1.36832093365248	-3.05534499012494	-1.01369997269722
225	-3.02709502614765	-0.920660692559597	-3.02587669598272	0.368198126915904
226	-2.88958904811264	0.334404213924937	-2.88440629540096	0.599733535057124
227	-2.73485517606366	0.544688869101736	-2.73240884486732	-0.349320830692565
228	-2.66315866081857	-0.317259511268599	-2.65660781980715	1.89030431351085
229	-2.41325598556222	1.71680864683727	-2.41643496802915	1.73867170127163
230	-2.1935630945999	1.57909315945561	-2.19092479150047	1.48933960784058
231	-1.99572533412942	1.35264523206267	-1.9959913586153	0.587121114466849
232	-1.87891724458913	0.53323404007121	-1.87642723543798	2.12317799089554
233	-1.64233930653866	1.92830874240247	-1.64663334734983	2.03993638721165
234	-1.42725906308656	1.85270720885061	-1.4272634440917	2.05478719265692
235	-1.2144903746015	1.8661949795861	-1.21973809306109	-1.48080624276497
236	-1.2934054130659	-1.34489507519972	-1.29120802736987	0.242341512575323
237	-1.2263238854566	0.220098955127603	-1.22642098879938	1.27777801096099
238	-1.08209909341776	1.16050115437869	-1.08518018844233	0.458848405253992
239	-1.01050649541717	0.416734440109517	-1.00773463012457	1.06839214496225
240	-0.887690138453048	0.970333114924508	-0.886711127241488	0.979792816904908
241	-0.777948866082597	0.889865598966557	-0.782435082011056	-0.0337733721492536
242	-0.757375048197844	-0.0306735888630553	-0.750502624451514	0.277523316715106
243	-0.702001527874517	0.252051707457906	-0.698646855603142	2.93507901693363
244	-0.442205709585882	2.6656919731953	-0.440405967383265	3.34923237499329
245	-0.160423987277464	3.04183356116688	-0.161141476493523	1.88202333427898
246	-0.00687141002814082	1.70928771137311	-0.00752987112948549	2.02556615987752
247	0.152627629221613	1.83965590786805	0.150956084496341	-0.0188046014305328
248	0.144122514688506	-0.0170786799276285	0.147427042860056	1.45757537429567
249	0.257258482711874	1.32379637930373	0.261471222512817	1.61008511813202
250	0.379300003019165	1.46230849350342	0.38352826968223	2.7905282921331
251	0.590211701098188	2.5344083843729	0.59216457077981	2.649173054757
252	0.780296812658223	2.40602699516034	0.780550585371738	3.6061110749578
253	1.03754441063083	3.27513545342586	1.03313237811191	1.75843542349164
254	1.13532718217842	1.59704293027213	1.13658112838503	0.0588787902096659
255	1.1009534808217	0.0534747846813778	1.10605210092465	0.95829202585059
256	1.14250260773642	0.870338190743414	1.14416658048453	1.87191900014658
257	1.2513848044483	1.70011077193269	1.24796327544217	1.47231837455918
258	1.31996042117524	1.33718623941875	1.31658752119144	0.951104785067323
259	1.34501026596951	0.86381060836664	1.34230619861189	0.520912590434354
260	1.33585981382991	0.473102258251272	1.33925780524894	1.50115591311678
261	1.41029621193137	1.36337701473218	1.41173103308106	2.48937229717511
262	1.55820744868414	2.26089305009824	1.55608620997372	2.23516593607937
263	1.67738122092067	2.03001822444668	1.67668927878446	2.16543274661549
264	1.78820618047704	1.96668527758334	1.79199565095057	3.33764105012363
265	1.99195638698156	3.03130610978125	1.99058357937254	1.8211977766581
266	2.06380484848474	1.65404483723594	2.06464286063552	2.04066156602985
267	2.15256345915763	1.85336582940006	2.15141334580508	1.60252575564326
268	2.2016743738757	1.45544294344752	2.19705164484099	1.47688636466671
269	2.23577794969422	1.34133497084745	2.23600714827865	0.359250756518598
270	2.18513103812317	0.326278049923321	2.18049532697023	-0.987213477846951
271	2.02530141615743	-0.896605177763204	2.02653616752018	-1.25202989688977
272	1.85589425116532	-1.13711625039192	1.8538565547467	-2.40746616119043
273	1.59812777606269	-2.18650441252149	1.59947137190078	-0.918988378147716
274	1.47025177172218	-0.834641905364254	1.46458301193447	-1.67376686619711
275	1.28056383546181	-1.52014541158187	1.279269883949	-1.79791459387652
276	1.09201760995335	-1.63289862853314	1.09662234316132	-0.532510295613563
277	1.01572859540173	-0.483635504349704	1.01376042566035	-2.03674808602281
278	0.817063982579319	-1.84981153591022	0.814573566883755	-3.89223400897404
279	0.478470236887328	-3.53499748921903	0.483430312595483	-2.84755674649735
280	0.241524155647814	-2.58620266049476	0.240512825853431	-2.22482655524156
281	0.0563705818359987	-2.02062781132726	0.0582695677693542	-1.69801355711627
282	-0.0778301322255666	-1.54216669584265	-0.0750630323163868	-1.3970376829188
283	-0.18268010637904	-1.2688149505081	-0.18017696101893	-0.337788148943986
284	-0.200456043202983	-0.306785320628675	-0.203663701457439	-1.16546277256559
285	-0.288444082460189	-1.05849441870623	-0.287319164449737	-1.01462036101844
286	-0.35722823210245	-0.92149660591864	-0.358327252452865	-1.03643954481474
287	-0.427442438387621	-0.941313184202196	-0.426632184657493	-0.60531950362705
288	-0.459295935030226	-0.549762147024907	-0.457857351517587	0.711427239527644
289	-0.385475521146666	0.646131116395838	-0.384549081545309	-0.199626017443669
290	-0.386680129491063	-0.18130396806028	-0.385618760050917	-0.108607470482832
291	-0.380527237084786	-0.0986392736361814	-0.378179275241491	1.17598221052922
292	-0.271950631949943	1.06804836297158	-0.272539707063806	0.0577565295224738
293	-0.258323040129449	0.0524555271798179	-0.256206444865508	0.0646727607223306
294	-0.242022613622252	0.0587369737398095	-0.245973114786411	0.530978403002776
295	-0.195343469813624	0.482244211708922	-0.195961917266912	-1.11670294916243
296	-0.277166295337256	-1.01420986312517	-0.278783876516451	-2.71161748901203
297	-0.482950051940059	-2.46274016240524	-0.480288013552923	-2.37762767431157
298	-0.650949872590079	-2.1594045577965	-0.650575223816429	-2.76913878244154
299	-0.846107304329504	-2.51498204390084	-0.844227723947023	-3.08180168992902
300	-1.05757808085726	-2.79894816474348	-1.05886118754239	-2.383705287344
301	-1.20950076099766	-2.16492435613353	-1.21118012817125	-2.09899329860373
302	-1.33394809598211	-1.90634376641902	-1.33754317946817	-2.75319805227812
303	-1.50747390479648	-2.50050438377709	-1.50756329071349	-2.08994781603239
304	-1.61911475609477	-1.89812849516226	-1.61828193164919	-2.50210756135844
305	-1.7584443873457	-2.27245944790701	-1.76863165709081	-4.8537106047231
306	-2.0890932122988	-4.40822796407726	-2.08566774727509	-2.65387598003196
307	-2.22124818857046	-2.41029827715434	-2.21866586490815	-1.59847633123805
308	-2.26622411979249	-1.45176518279075	-2.26672995514055	-1.35007466252061
309	-2.29297712906023	-1.22616228399037	-2.29931891127326	-1.4807240694456
310	-2.33472425856354	-1.34482044390134	-2.33826775682261	0.413283504387072
311	-2.22278700324524	0.375351571096578	-2.22171210335342	-0.197422036868232
312	-2.15856838669652	-0.179302272945728	-2.16011531545934	-1.12009528994572
313	-2.17198671426381	-1.01729084852425	-2.16869852040949	0.133667558437219
314	-2.08129838262956	0.121399299830423	-2.08369839612573	-0.0418703483214059
315	-2.01316659118602	-0.0380274094125986	-2.00948975553288	1.28470456533976
316	-1.83687267024395	1.16679197663692	-1.83355622097264	1.40475199851216
317	-1.65769732960821	1.27582123178273	-1.65836599422631	0.775768542541
318	-1.53836467596983	0.704567054235363	-1.54002315735027	0.59870711133612
319	-1.4381919489973	0.543756652470295	-1.44080022880172	0.959692135353554
320	-1.31399021640146	0.871609795576576	-1.31534944215843	2.52081320920628
321	-1.06975573702007	2.2894482563969	-1.07206963549527	1.99623922440579
322	-0.876504595603738	1.81302065340493	-0.872425993038076	1.85533463734002
323	-0.695057910664301	1.68504855297404	-0.693912383247256	2.7035012364371
324	-0.455918896212231	2.45536883467723	-0.456522805885068	3.42796508238745
325	-0.169754849808445	3.11334003336667	-0.168079630482664	4.93370649110074
326	0.227324836266774	4.48088167833001	0.225450151159478	3.6041296438193
327	0.501957831123706	3.27333588174453	0.495490796682541	3.29460874269724
328	0.737997020034327	2.99222338804436	0.737373697972511	2.83230748562785
329	0.934816334145402	2.57235300531939	0.930606317856717	0.933586989107402
330	0.971323709824775	0.847900628495904	0.96670780182848	0.649335807302806
331	0.983708186245636	0.589738551994328	0.985542860914021	0.734026264587583
332	1.00856096599603	0.666655960652758	1.00963315643714	1.15677593434317
333	1.0651678999165	1.05060487474904	1.06859358936066	1.88690724920814
334	1.17967289682175	1.71372337145221	1.18224132449632	1.84011700154788
335	1.28560001911324	1.67122762026727	1.2837613895914	0.259950857370762
336	1.25879021864345	0.236092081310445	1.26026991965211	2.8704558433215
337	1.44219475646178	2.60700003536793	1.44037008693439	2.7832221779765
338	1.60902708242701	2.52777283904342	1.60585383983849	2.45199831383569
339	1.74250125314486	2.22694932087683	1.74240093127578	2.64717229411117
340	1.88961603979618	2.40420986807003	1.88930570044959	1.41379209489385
341	1.93395670925755	1.28403161120439	1.93595815072926	0.63366752592161
342	1.917375868266	0.57550833479382	1.91273302379496	-1.21252277938971
343	1.74924232399888	-1.10123517005426	1.74953700282421	-1.76961828875543
344	1.54785418357802	-1.60719941123875	1.54703921389452	-2.60436613207031
345	1.28664010815405	-2.36533253567206	1.28524914311197	-1.5770858680871
346	1.11521639117572	-1.43233797636957	1.11466129166102	-1.26793444971898
347	0.975076671239445	-1.15156105360488	0.974837399093576	-1.41188828387546
348	0.828844326796986	-1.28230253552332	0.827484940758034	0.783731613752818
349	0.860027463097246	0.711799259872369	0.861441155042027	2.33788244818287
350	1.01545932122008	2.12330722288563	1.01237494247207	2.06907650280074
351	1.13982615063605	1.87917279010947	1.13761105136176	2.39335742458326
352	1.28622198789868	2.17369060215772	1.27700299788774	-1.47266308773996
353	1.11550519899014	-1.33749931417883	1.11455336809714	-1.90945829291421
354	0.924333060572214	-1.7342046381737	0.926056429639338	-1.36446241985574
355	0.785535557097745	-1.23922950603763	0.788953269901467	-1.67125774631825
356	0.629073431873109	-1.51786658342008	0.631563109320562	-1.25570584187223
357	0.510062595539081	-1.14045481026616	0.507747943269737	-1.52895418808238
358	0.369065671424295	-1.38862391201058	0.363303228669083	-2.88677083582099
359	0.122558420339063	-2.62181760733029	0.122792449853731	-2.35488093438527
360	-0.0674443238070403	-2.13874555622002	-0.0711726308649071	-2.45477423660721
361	-0.262421361440949	-2.2294704642626	-0.265579713256873	-3.65765394996643
362	-0.544890392210647	-3.32194762692893	-0.54588387065881	-3.08126776641419
363	-0.769764045289472	-2.79846324572782	-0.770549637782488	-2.41999895598777
364	-0.934270562719363	-2.19788692396334	-0.933584999127237	0.161592611384107
365	-0.887747426682422	0.146761339169773	-0.888066630588221	1.12089879307323
366	-0.768117954388583	1.01802060463137	-0.767616706572472	1.47535327187397
367	-0.623956912530801	1.33994258817966	-0.632467251379244	1.15225506203568
368	-0.519100719516791	1.04649893656053	-0.518478245276059	1.2683038544218
369	-0.399990509854343	1.15189655365291	-0.401525095324956	0.666882323058449
370	-0.334655637023286	0.6056746157042	-0.334139907404776	-0.803517623799269
371	-0.385726191958238	-0.729769272896922	-0.389524420823364	-0.294132269980977
372	-0.398939137987371	-0.267136259917506	-0.403251318957738	-0.15616629319292
373	-0.401289094417265	-0.141833058614872	-0.404651312011459	0.0551274522654879
374	-0.385960733880622	0.0500677515525098	-0.386410178919063	0.087244222025664
375	-0.365830805846229	0.0792367840932779	-0.367303321341788	0.777336218897823
376	-0.29292770808445	0.705990846323018	-0.293041175613001	1.22606080451069
377	-0.185876425101847	1.11353064989984	-0.186582848989027	1.03641143643841
378	-0.0981607198377696	0.941287655665231	-0.103516106264632	-0.625564286131167
379	-0.149227684485957	-0.568148825512592	-0.153657859875997	-2.08695645948441
380	-0.3129495147851	-1.89541169091512	-0.316926204587793	-3.8376953771678
381	-0.608629197052993	-3.48546451508232	-0.610669777984451	-3.04401792242664
382	-0.829313867138803	-2.7646322621163	-0.834071660785916	-1.64879744933379
