t	v_c	v_i	v_y	v_l
32	-1.14176769448305	-2.81800894910976	-1.72617705199964	-0.066992044306992
33	0.203239563644698	5.50298817724903	1.91053340874988	0.424207471804131
34	-1.40434841927966	-8.06156416329639	-3.25508438169764	-0.812108051477714
35	0.156391277289295	-0.159467240093781	-0.717745739556061	-0.294137675418036
36	-0.847876966071043	-4.20373796038743	-1.60024438419927	-0.355262006347634
37	0.201582802483383	-2.46754727111854	-0.63370065185128	-0.231127542667981
38	0.0378627303429435	4.38224651497731	1.94239710755365	0.333766068408835
39	-0.869803552553303	-2.04179251522231	-0.448382878265589	0.467736236204539
40	0.845596109898603	0.416781882360866	0.310576455580553	0.81368168762831
41	0.0997328531114214	-2.43815838863624	-0.836548418935646	0.254299176408861
42	0.49406512190791	-4.08489237787278	-1.03198162075863	0.220316268028464
43	-0.380566056895317	-1.36175417850652	-0.539829322927615	-0.596296081194679
44	1.28865968881534	2.36945572279888	1.04732352238837	0.750290936752185
45	0.0890030524975707	1.92475507006767	0.107674865043695	1.06412550697527
46	-0.1339389555541	2.67764381478837	1.59620305405847	0.0049221409353632
47	-0.913425622735784	-2.41521657954745	-0.980981909506763	0.340940085867803
48	0.377772872665144	-1.93980242592322	-1.03782356047186	-0.682108088903246
49	-1.06442644177234	-2.74936483329042	-0.907590664856884	-0.0906442413841722
50	-0.755125561065171	-2.07541639145178	-0.553771208695875	0.666727032188039
51	0.665522173559939	1.43546257952023	0.701065190540644	-0.383948466011868
52	0.70839800544559	3.53206192852445	1.63305823093198	0.362025075814289
53	-0.75341495789256	-2.28719319541613	-1.76521842276867	0.0232417341622745
54	0.937114927157035	-0.274125030739182	0.167189909721153	0.840892505892029
55	-1.06033046635105	-4.92088099960727	-1.72185167642989	-0.213999059134766
56	0.803950501247046	1.49610488994831	1.37561747513877	0.855809549217277
57	0.26993662168466	2.48468887175485	0.591910798654662	0.104695307683007
58	-0.0143161862875432	1.74621918616315	0.825423254083594	-0.422190591006087
59	0.606859182750464	4.09827350659963	1.80578144240953	0.425700115264559
60	0.460734996422232	1.78570771195858	0.277694224464998	0.930585265127296
61	-0.527311139515478	-4.86467370413751	-2.04078174323404	0.0537239574636896
62	-0.899988827328882	-1.52057881151907	-0.84265258143015	-0.226898788694551
63	0.549700294614918	5.23036836877976	1.59446228679012	0.756498108474289
64	-0.60765794703053	-2.14004638106999	-0.84626670079106	0.277736314374992
65	-0.433461520395026	-0.529987354870571	-0.176868537657234	-1.10575074250834
66	1.65203123915105	6.37619091333526	2.7031841823721	1.01057293263523
67	0.993343960978645	5.34472455340311	1.46631290935319	0.142627653491609
68	-1.15059482768845	-4.50214557536813	-1.45168387328507	-0.941737291449826
69	-0.266895049025177	0.155412212048931	-0.870840301131117	0.212513547192449
70	-0.665294108912571	-2.56365673168223	-0.465729686750394	-0.22288259500486
71	-0.341256714733274	-5.91705555897645	-2.47034152996605	-0.295261175934612
72	-0.104406590290329	3.17125416519415	0.393208921882554	0.30017840482286
73	0.00792471142058965	-1.51253425989137	-1.26872132369134	0.743133487428493
74	0.286740541994705	4.40256044281089	1.82266029564762	0.345936279558353
75	0.909155589797535	2.64304209600194	1.02753722542864	0.0152234017983431
76	1.46120155767729	7.84086746849556	3.13985560500221	0.145939394462911
77	-0.0790771954860845	-1.70329656683001	0.459472429771111	0.166164576566883
78	0.238672685754001	3.67739720953947	1.38697914507039	0.752217336840896
79	0.806662053147928	1.41857967983622	0.425397570039172	1.12746644817869
80	2.00552562477232	3.22186111012645	1.38200518987882	0.149582742079899
81	-0.747319917240245	-0.67511070314406	-0.404708533623681	-0.0164947672999327
82	-0.0290670174786278	3.95990627683103	2.64546715370858	0.112348643038935
83	-0.317059245276749	-1.89186322336049	-0.993157150816968	0.21281169959844
84	0.412540846592234	-2.78803356876232	-0.691574157777159	-0.919539129915591
85	-0.685805766465277	-2.63329673932255	-1.30895812080459	0.314412894011344
86	-0.988026380400813	-7.12190502412024	-2.61272347089597	-0.354999078723243
87	-0.542278147624211	-5.35316838686731	-2.13549567562861	-0.954259848479604
88	0.787931939901492	0.687871291211886	0.079332405935663	0.352892265977656
89	-0.467126257221191	-1.23529763702598	0.102519480086137	0.315449120014993
90	-1.00798260652903	-0.528624587425311	0.693564544732121	-0.0297683288869601
91	0.371704480158337	2.2752547153401	1.41021409470386	-0.242670224613999
92	-0.440892174764397	-1.75939179183438	-0.996640010303231	-0.545130732311523
93	0.263733308078085	1.90930313023833	-0.332646511968477	0.28199122410909
94	-0.566394618540707	-1.55073114578176	-0.451493644997016	-0.38169117125842
95	0.38944459718263	1.70634713508737	0.940866729849817	0.556832954538943
96	-0.888554420183166	-2.94026582417491	-1.45331250089638	-0.17808525152715
97	0.530838452310357	3.80360133153247	0.984715649115245	0.0360585851785387
98	-0.56728479212618	-2.98778825849769	-0.617195200964055	-0.647610199163826
99	-0.120952403055681	6.52523109126562	1.53987791732007	1.27871851973769
100	-0.776094618658603	-2.46299363966935	-0.637026968115955	-0.184402796834924
101	-0.455459349108195	-4.35469602795486	-1.69344041759814	-0.396397714904732
102	1.21662631298734	3.4501043107867	1.21641223642688	0.580185001349124
103	-0.447616588875552	-4.10995833462231	-1.40781747464065	0.118409316302273
104	-0.408076587379454	-1.72007019414504	-0.836976789836602	0.408142137177145
105	0.375536129514934	-2.36201863747506	-0.713844055823842	-0.735983708625817
106	0.923471219790534	4.34644290274596	3.04561366722682	1.33567701643847
107	0.49189700387129	1.51348482153336	0.998190056605849	0.328837933277186
108	0.942256301686374	2.9936649679742	1.65867954781787	0.262164605511784
109	-0.722431378431326	-2.62916956962149	-0.62356902380126	-0.00267395483046945
110	0.196764613681226	-1.141237016602	-0.405210328234177	-0.127931045816031
111	1.12319254178986	-0.0891595841889246	0.303474125488096	0.00768055363604084
112	1.05517943409497	5.95726712092856	2.11332592763896	0.504529421234667
113	-0.618168860165847	-1.70008708505151	-0.120265730951779	-0.951327280638909
114	-0.0717324009693193	0.454651954623415	-0.426939601417498	-0.670554154796548
115	-0.561253502233838	-2.35934128624724	-1.27725161845876	-0.541424357316798
116	0.43947290000022	1.21687798315302	-0.0513359487619267	-0.561246335338067
117	-0.643777134740899	-3.11117091855158	-0.765290475580651	-0.312249454154417
118	-1.16288062802039	-8.33010587428249	-3.89034996995111	-1.10494780127692
119	0.585101625128363	1.0493801469421	0.0551418088975848	0.456910759154012
120	-0.515233660716154	-1.84121920781841	-1.40879882790576	0.587494134321651
121	0.656727183339887	3.11912291306936	1.89453211672969	0.909544424390302
122	1.35523160078823	1.69340744014457	1.06583654272712	-1.07197949741096
123	-0.0783538009598927	-1.52157666272396	-0.902314355831844	-0.551391690146338
124	-0.302152937180409	-0.207475279180018	0.27530957135801	-0.876164685668405
125	0.200457582558554	1.78978550882968	1.04578803620413	0.253789307860482
126	-1.39561784736644	-4.52804186705734	-1.0148679994012	-0.288986139557359
127	0.117820082054155	-2.27734677642305	-0.852407507193619	-1.29380217840251
128	-1.20037113906725	-4.10030660182994	-2.17115370089504	0.30876895195609
129	-0.639360200984796	-4.94122698843448	-0.914996032238212	0.167101307788208
130	0.00760653577894743	-0.144135511379707	-1.17962253580534	-0.335777272205587
131	0.0190215520876849	-2.47458531021935	-1.307764168428	0.0367829159313076
132	-1.16312792689257	-3.04799749120885	-0.25875836020747	-0.884531256218936
133	0.355453926572752	2.29853289769313	1.88297885726121	-0.00413048463261845
134	-0.300604897598752	1.70101296765727	0.128685598907977	0.796907505796471
135	-2.17206655866388	-5.98844257048122	-2.59421882187109	-0.639963488146192
136	0.702993220640577	-0.260963189370427	-0.320213141688493	-0.46485946890984
137	-0.620802163301502	-7.50765209854314	-2.58948028712083	-0.888969611586369
138	0.00201520735366945	-0.77416190932529	-0.972561497077813	0.714489154314129
139	-0.58469612584617	0.770877126014264	-0.170085511019361	0.01279395037258
140	-0.265135712428349	3.08486526795188	0.698657542637348	0.259301274118632
141	0.868017663009756	4.81966356308821	1.48652051811295	0.987498086087606
142	1.01224647934746	2.96776285172403	1.61372090797507	0.913685633088789
143	-0.0849219614486691	2.58863209982974	0.345875913714869	0.119427033042172
144	0.861845506451834	3.99252309820226	1.07610111998088	0.898282462567804
145	-0.383661039673479	-1.30615521306541	-1.67314315332883	-0.379966456681865
146	-1.09093776442453	-2.59480627870834	-0.988138162657152	-0.171053014529705
147	-0.652678733935105	-4.31956444417742	-2.5342332137078	-2.01646445290544
148	0.199877982332292	0.776684569628467	0.605108515623152	0.283883829074909
149	-0.793573662095195	-0.0403668719045949	0.582287555638858	0.0887089983219396
150	-0.924705682623561	-2.26048755937625	-1.17770397453497	0.406490915169827
151	0.515489964074292	-1.19423906678035	-0.775219098066373	-0.210612127724117
152	0.0373344225842009	-0.361108490891604	-0.253584722633995	0.386984099297904
153	0.0997192596323262	1.44792868271152	1.94421694083273	-0.124578733278189
154	1.30289717629717	2.57075371158235	0.635122387248904	0.605479925576735
155	-0.940751525523697	-4.4519662513244	-0.711448100997091	-0.0602523679686697
156	-0.314724467454451	-1.49755549549829	-0.985108489184258	-0.00422245545947304
157	-0.258483085063608	-4.170863417037	-0.162430210155253	0.0800005631782714
158	0.163412508250472	-0.720577471486514	-0.375964026448097	0.259998777935917
159	-1.30405350681369	-3.82553974264592	-1.27687451003249	-0.715735300953887
160	1.97321985029473	3.52949857298283	1.6659576813685	-0.265713887344609
161	-0.677702732659914	-2.92039758036429	-0.79343919195973	-0.20526560359352
162	-0.454371699655418	-0.808151431980371	-0.0186265698159538	0.325058124987287
163	1.19366794740392	1.51273565386393	0.929942855230735	-0.0279649198604693
164	0.318389956584791	3.6471375412638	1.1129632216122	0.0673877323132551
165	0.676091938333437	2.68536917700161	1.179350612348	0.340752783812798
166	-0.229303122053274	-0.576471171197739	0.0894001292748901	0.160739447936142
167	-0.135754201361474	3.81342550714947	1.08802983522489	-0.132458990069802
168	1.14976795037365	4.19951788172265	1.67707711773106	0.0796379840731287
169	0.637074148897525	0.628546218105343	0.876630759718299	-0.310762504140815
170	-0.482074005613513	1.73119180423366	0.831051429239615	-0.671893548969287
171	0.609733912328026	1.65645758611261	0.878106186223038	0.867942297417408
172	-0.285060267049	-1.48936583659248	-0.551096337957347	-0.0511577091867319
173	-0.186256870786674	0.370623826925417	-0.118253411957789	-0.199473600433438
174	1.03227823995145	3.91381978153008	1.45914569010372	-0.17903312625214
175	-0.260247348813141	-0.470837059620136	-0.193862077811763	-0.131958903938418
176	0.864077217326276	7.50143293910764	3.29128926784781	0.225884567917158
177	1.11389333798321	2.84857435413345	1.1153975508894	0.196048865240226
178	-0.083788616624612	-1.20095315009056	-0.659096345102649	0.285916011902732
179	0.269787646397694	0.830530075161025	1.31378180316452	-0.818763650148235
180	-0.837445224355627	-3.12827967578259	-0.620206182635264	-0.479381882661692
181	-0.784794896230151	-2.00595611093028	-1.07908947293736	-0.386694709342874
182	0.166267446687803	0.445312700021909	0.124942536301899	0.798168863691943
183	1.4967946311213	2.03866671230462	1.64319190215869	-0.654478807948115
184	-0.287918441401522	-4.14601405863866	-1.29855277774247	-0.498678979344519
185	-0.0988819594461621	-0.308293505514555	-0.261222781347578	-0.199730496255092
186	-0.576905944064173	-4.34290059250677	-1.91660515924042	-0.502594168011943
187	-0.330327831176722	-4.22872603197985	-1.85626196623421	-1.04731141682438
188	0.487252126166147	-0.828922804229546	-0.306334373292191	-0.055822498079924
189	-0.253702861667965	2.50644635316398	1.51147807424771	-0.475773192861586
190	-0.252625217187839	-1.07689767324259	-0.127923400613566	0.306607616231112
191	0.457518599051353	0.679227807720167	0.495593860694748	0.640184472817307
192	-0.387030725434232	-2.25566232003768	-0.45227566198126	-0.029175202752599
193	-1.17624586464221	-4.78776374800239	-1.56127693687944	0.197818413793907
194	0.218866414671652	-2.26111444803251	-0.742299295748533	-0.400302142639853
195	-0.401882503533733	-0.466120407504356	0.919905608046413	-0.101882457680564
196	-1.26620078356846	-1.57943200866723	-1.39915834564812	0.637210668502611
197	0.416756205066594	3.57714972331344	2.24555171250976	0.450227853461784
198	0.0145268065198163	0.792390306681902	0.58872760591349	-0.00623118725877392
199	-0.211471730090645	-1.50539473155433	0.375213485937191	-0.0923162629988789
200	-0.975448980148876	-6.63795103224039	-2.7879334609103	-0.46509515089767
201	-0.584513403515037	-2.88285032428925	-1.30296622631023	0.603413959290479
202	0.910966656598982	3.46657766405026	1.77389622851378	0.701449413968885
203	-0.0329403462790308	-1.27709535874994	-0.865455467146757	0.000407894344938153
204	0.805962072736617	4.77003342773395	1.26962041012625	1.24494752376645
205	0.399248470321274	-1.17271422987897	-0.835281000493379	-0.137238251330563
206	1.53979875719775	5.42687691350653	2.18265725806159	0.185465274968167
207	-1.01618953235333	-3.33592101378153	-1.28708153814358	0.0195103383082173
208	-0.629244129479179	-2.18555092727074	-1.0008429089205	0.118745353789256
209	-0.729733186000443	-1.64486729502917	-0.329299675266163	1.04872124861387
210	-0.538816408606159	-1.70684171843395	-0.395072354300628	-0.0148069211775097
211	0.63436300524176	-3.21746804752575	-1.2324682230938	0.0902037351728787
212	-0.174462086344964	-3.87268979869701	-1.32480255037097	-0.47250200983
213	0.737252172174753	4.16141819827682	2.09281328300865	-0.189191850504865
214	0.531549340229036	3.42209522605568	1.71013527456038	0.189259713634194
215	-0.553426413271547	-2.64114856164446	-1.73345088481619	0.223329692713776
216	-0.4976567456289	-2.67322792338693	-0.878126250870667	-0.450466682353987
217	-1.19325396759095	-1.96841856571467	-1.47774954322318	0.376551363820415
218	-0.400419165601359	-0.915320510486818	0.106961450240399	0.295803229966559
219	-0.161473078800213	1.81525468978665	0.187601014195835	0.389138687008818
220	-0.25409062691522	-3.12133476950551	-1.39930248721192	-0.209699032185188
221	-0.458913497913841	-1.70835056757661	-0.167317198277154	0.49587305064692
222	0.746041000662694	2.59560247208811	0.875955674600376	1.34432080156475
223	-0.36470577630348	0.411399543055517	1.15556585243161	-1.0971011074507
224	-0.508853966155337	1.49445795819327	0.000479882232530482	-0.39921055432013
225	0.559204957117386	4.10535275097953	1.74039391521862	0.684371934491865
226	0.476170982904802	0.567138604920409	1.1499294540564	-0.82425504369114
227	-0.249143413412229	-3.34523541375785	-0.264639089177062	0.681448827080642
228	1.44133967901447	6.7203244314542	3.60048411656651	0.99567613460309
229	-0.164354068274499	0.356474484770285	-0.650938109223538	0.0745168352678907
230	0.910299806404225	-0.294493215403118	-0.578877929238704	-0.011614994021293
231	-0.447374464382968	-2.55901277244042	-0.716707593321371	-0.184331585339539
232	1.03444874505168	5.04541347205762	1.99638360075245	0.960237977714726
233	-0.769705141107584	0.483683936529189	0.0604785834296988	0.698219464420617
234	-0.0115266722143066	0.705711911612559	0.275390982181234	-0.352020952907882
235	-2.31992783235785	-10.8718629150839	-3.8106276902657	-0.691039538333236
236	0.799101197921897	5.03534851963823	2.17689827463845	0.703985667244283
237	0.551442202495268	3.68017017249393	0.829958255291492	-0.479960093750697
238	-0.868138757253165	-2.25686125726348	-0.790655777186225	0.34350386514715
239	0.599593407609769	2.02130618191104	0.999845895164648	-0.189050820950197
240	0.0605407389581444	-0.0521897725826364	0.210703174198887	-0.0364031088737629
241	-1.2832143458326	-2.86272437495031	-1.0848586402811	-0.220406330707589
242	1.02711366605346	0.694301988236436	0.977335896788354	-0.837927775830774
243	1.5648079459964	8.61760146932895	3.29598410168479	1.19063210841452
244	0.240567521169369	2.03314952274648	1.32771494928248	0.364310989376481
245	-0.6287253051419	-3.83707274428511	-1.23065878798914	-0.216460335604314
246	-0.0651712535623836	1.19941563072981	0.267690170868342	-0.795965039541172
247	-0.754459178708633	-6.04154209949448	-2.42445772434078	-0.16022365539749
248	1.17027749134549	4.74318304409956	1.75364051977793	0.202799666444445
249	0.587187197982263	0.632764163251314	0.901898900425077	0.0950711922615779
250	0.85904301025634	4.15101229052943	2.11772142592336	-0.310580962542112
251	-0.537324445118739	-0.0132589781593486	1.4480103338939	0.0214284262031191
252	0.573199713993138	3.90320357285622	1.33120006414367	0.844499612291848
253	-1.00438650190676	-4.701565419806	-2.35946566806083	-0.232654197945904
254	-0.322522964943638	-5.03594522036968	-1.80513877171845	-1.15722326081425
255	0.805978407833673	2.60377288377485	1.83927933801049	0.106888940481443
256	0.911680408906135	3.30682721041943	0.886020465650586	0.232375251640624
257	-0.763631267504956	-0.587752915277941	-0.349253519502107	-0.0780701694862202
258	0.209721656486696	-0.835853917080701	-1.82595744330268	0.137130587081656
259	-0.294278414843228	-0.98511006279574	-0.846722605858002	0.514839606182409
260	0.592348299761562	3.04442853055538	1.90240235775386	0.608694887398426
261	0.500671571811141	3.5821064721708	1.57852601728148	0.39007736893534
262	-0.281814549174448	0.0347255468465395	-0.252655983955995	0.172213064033227
263	-0.0578383510863716	0.341189588971745	0.244167818113952	0.995241564947847
264	2.00094691142485	4.61001299185222	0.644206130796257	0.2220656358804
265	-0.500111243817821	-3.8568282131706	-1.69726262165232	-0.416613540962683
266	0.5534836241389	1.31992379600924	0.131683119292041	0.0757707308457526
267	-0.133322486335018	-0.590451116055864	-0.684692850927377	-0.878923127154207
268	-0.205896441569821	0.527292400643461	-1.03828272963286	-0.0979326327005837
269	0.137737210215121	-3.08734834894777	-1.72553806200738	-0.471386183539937
270	-1.08079804089579	-4.08516048844827	-1.96335726446617	0.0371863506583272
271	0.334968699260636	-1.12520712487692	-0.69746269293992	-0.360939015295865
272	-1.35624327520057	-4.23369820979506	-0.871450316694833	-0.492069694099014
273	0.658501425940705	4.11392442506546	1.55225730772074	0.29592804341307
274	-1.0016447041748	-2.38727784911539	-1.6457813101214	-0.121664643547309
275	-0.0969463271188866	-0.703580556777032	-0.762758635655208	-0.538009771030022
276	1.38485100249537	3.45919555125541	1.25649064585059	0.183280383383684
277	-0.558038565247392	-4.88197130067321	-2.36682838123562	-0.659113675438845
278	-0.459483049825533	-6.50620130353024	-3.28335712830842	0.166579712321525
279	1.05509821397629	1.94207237758497	1.18348476142862	0.43396438554486
280	-0.0853916477314014	1.13258717991558	0.508707561585743	0.779081797068239
281	0.214009064104275	0.852769967942383	0.819149415450539	0.320033253675193
282	1.00669834606671	0.512101792820445	-0.331162340202934	-0.207649767244186
283	0.426695609116905	2.92723120978223	1.56064282386329	-0.356895081601741
284	-0.869485281115989	-2.63960645128193	-1.18301629220982	-0.376040648081768
285	0.24403992224324	0.0282491469381143	0.137894042854723	0.426620718132576
286	-0.143635926175984	-0.195325208504331	-0.407889369708152	-0.648365785019407
287	0.352341549524637	1.017412571983	0.387330196625994	0.583895329397015
288	0.954386094410631	4.15161518352285	1.20514878831613	0.447126706797737
289	-0.354860438443148	-2.83536516800103	-0.706646875208091	-0.731911323953837
290	0.272719565129642	0.124882568893781	0.139710818383612	0.507207526300454
291	0.530002055230319	3.93911477032722	2.06781264797226	0.6023794873321
292	-0.764643315037129	-3.44915739757721	-0.74191998769546	0.0379687942344494
293	0.32441471844395	-0.232128381993659	0.341763015301729	0.903526301372872
294	-0.114550559865269	1.82451327564683	-0.142974155533702	0.650609849663815
295	-0.416403834678569	-5.09046788352001	-2.28067900119941	-0.939912360664937
296	-0.781901701653863	-5.54440103635378	-2.11123750149694	-0.0982828250460698
297	0.82322322388744	0.332488461822864	-0.274895786683643	-0.594586244431624
298	-0.431984204440609	-2.13843658557239	-0.290972349991253	-0.0674608084274708
299	-0.0790507069287256	-2.04822261938914	-0.261147363463053	-0.108697018425979
300	0.0806498451008846	1.48084325564525	0.204868546736835	0.185264894879543
301	-0.483561063064659	0.292568133378249	0.209741718377618	-0.29316141634131
302	-0.516474959110937	-2.5590860284384	-1.62848525192478	0.331359244156848
303	0.0983780811496682	1.38426851026861	0.472922096716794	-0.0969508346098402
304	0.119070586005605	-1.88377103297785	-0.987798454521457	-0.804386945034076
305	-2.6385458171789	-7.97035553844563	-3.59256196490535	-0.568334931926656
306	1.60798459952922	5.9052218227001	1.51840445539652	-0.656743145144632
307	0.806702347070255	2.54401572143909	1.00549302919976	0.33074089050155
308	0.111369193348052	0.574871002378988	-0.287651195059683	-0.999816780378972
309	-1.27536214226388	-0.642184699225322	-0.429548635289656	0.74810027034504
310	0.882273008588563	6.15149110735074	0.779896757998134	1.29550957355285
311	-0.323383884440137	-2.1646805677959	-0.0716586689679464	0.593678436048074
312	-0.152375878097964	-2.97079949967613	-1.66870209248652	0.308972999483736
313	1.00439519778509	3.52219524952259	1.5832832979709	0.996235922393612
314	-0.045873991359357	-0.362964195652643	-0.800803833218001	0.535510847509977
315	0.759012450123569	4.14628430171689	2.09833073126868	-0.206036479759907
316	0.113239054612393	0.490597293177821	1.12698845873056	-0.313159273843131
317	0.414283588437559	-1.44959034567229	-1.48444919064059	0.214971148725823
318	-0.498850428134373	-0.33413015578197	0.0305228612245248	0.115764647385231
319	-0.360720694378592	1.4758470793723	0.419537617900484	0.282249141728467
320	0.746548726819188	5.64529026334604	1.28628753090975	0.473545013243282
321	-0.892891206972387	-0.929615973062714	0.00419141698812142	-0.280536617835003
322	0.289585831262373	-0.248561784907054	0.885512479016005	0.183501160525116
323	0.966372433103807	3.41270996981022	0.714513719414815	0.377444872613851
324	-0.00327903179392175	3.26536304501098	1.30104956110388	-0.336696848833803
325	0.585478312171137	5.7437379006029	2.70897321067872	0.940796994359653
326	-0.829891784077802	-2.75838115551296	-0.954219390274357	-0.848340496263921
327	-0.946743373828692	0.425346243107322	-0.523401920536381	0.370572360678596
328	-0.261786628290899	-0.525570801470995	-0.0910790620174962	-0.0331601083317929
329	-1.74978729025261	-5.35023065506725	-1.51571154093614	-0.236512027026175
330	-0.651669785178558	-0.395544442285164	-0.724904554871863	0.359872869270929
331	0.31632415781885	0.28157277733139	0.420332580851814	0.531727816155688
332	0.200799235872506	1.50616300736754	0.836665087353065	0.161062826239554
333	1.02745831125267	2.47402174975744	1.12185516530261	1.13698026124668
334	1.01561980799028	0.326642288469478	-0.279823517357052	0.751998783633418
335	-1.10215585562352	-4.69754757512996	-1.30308960179454	-0.0743299531062862
336	1.35066558939321	8.6809647904576	2.88055750312117	0.663894250347158
337	0.0329234929533162	0.867468609837884	-0.377814311998446	-0.558013730377764
338	0.0618934980227586	0.200614225782223	-1.18914764357826	-0.50580449451082
339	-0.198871459337398	1.27273360694504	0.926183334050601	0.233761741396882
340	-0.327927132510122	-3.18498145170021	-1.29794557669403	-0.568806534941917
341	-0.175021524062902	-2.34281483733315	-0.250137828844254	-0.230966702795054
342	-1.39258476285551	-5.57268443507489	-2.44396864426681	-0.89169441670254
343	-0.457639026905968	-2.25836072882157	-0.441198075236324	-0.511449435367238
344	-0.511887637973685	-3.23318875470144	-1.18768275775827	-0.411978604428657
345	0.198788613373272	2.75883887894274	0.58070476955173	0.0427761640026442
346	0.00859141702467603	0.691839209759937	-0.0094418337718174	-0.618192632979493
347	-0.241241324055188	-0.922347621915566	-0.12889299082105	0.198726425036494
348	0.507150962704247	6.87888453396769	2.29361150542325	0.736627161208913
349	0.297743038942238	5.08470050084254	2.67644860196982	0.743814060546632
350	-0.36885434404269	0.0327105164844337	-0.471286347562595	0.0967095553298294
351	-0.429946537956197	1.76241113347096	0.743706531271604	0.0687301582550162
352	-2.96405101454052	-11.4265114283371	-4.75361144025389	-1.84348301129957
353	-0.13263746378948	-1.66582994084822	-1.11679046222435	-0.785344152250676
354	0.424942775421225	1.08582284171669	0.570317041436942	0.348263403990253
355	0.068411447848164	-1.72367950189492	0.186884662279615	-0.179356813642385
356	0.393922722374497	0.64224312651594	0.664236217445632	0.359413691224
357	-0.20771866929223	-1.03324428643701	-1.03505410621605	-0.225188768723405
358	-1.67835640817089	-4.6907053522225	-1.84676655144623	-0.313606805622571
359	-0.126577304211984	0.746417301702522	0.703449423669022	0.336970753006984
360	-0.585699423627291	-0.785190299196953	-0.807851493240015	-0.0723714010943191
361	-0.465303141371176	-4.26719054938451	-2.68553889349361	-0.987477037437642
362	-0.298713920113879	0.769369789671357	0.508850750644057	0.163766765994373
363	-0.0340711847544406	1.23440182024283	0.477662149675983	0.423964010765317
364	0.873919867141163	7.77641759795063	2.80106133264833	0.365344087365324
365	0.209000386545237	3.2313437052397	1.18068348059951	0.137956519317883
366	0.488341038912409	1.39043723489515	0.406151707110254	1.19996440876249
367	-1.31657794352399	-0.0116094260054069	-1.08238925532815	-0.46769873113751
368	0.439328182319964	0.786945726299594	-0.0508074134130163	-0.00351016074812044
369	-0.0629102114307756	-1.41952223074192	-1.11868509144491	-0.0100958008734803
370	-0.546407046994473	-4.66380756865515	-1.46501625969067	-0.794258274602274
371	-0.527973952947131	1.61486666977899	0.331333596381177	0.302276428313644
372	-0.499747529093684	0.60558963206774	-0.337761566242749	0.454089382566327
373	-0.53550750566449	0.775655739090475	0.10932277451878	0.408930923750402
374	-0.149063625083647	0.107157046320019	0.140711122457694	0.10294990694626
375	0.0337501012946315	2.37874576637995	0.678501730263925	0.337614510836876
376	0.44738947642491	1.93370990113557	0.0960628079537067	-0.634731137709581
377	-0.0463289966908758	-0.14425253157227	-0.305017896311304	-0.271909036585563
378	-1.09653659117535	-4.68251552489531	-2.69449299693032	-0.917746380408707
379	-1.35887395336621	-4.81376915321746	-1.90611279614617	-0.251847930640607
380	-1.31067727213321	-6.1982061986499	-2.52290405640129	-0.385695077614264
381	-0.149967176098257	1.56403788389458	0.343776314440388	0.26782846584202
382	0.127010446054072	4.04644158206737	0.340784787687693	0.809528402843187
383	0.886004102944599	2.35514335797446	1.06089389705765	-0.0369351244945731
384	-1.03057832269238	-3.58648793637753	-2.41453356710173	-1.15697780479841
